,authorId,id,reference,title,createdAt,publishedAt,updatedAt,trashed,trashedStatus,authorType,authorZipCode,QUXVlc3Rpb246MTYw - Quel est aujourd'hui pour vous le problème concret le plus important dans le domaine de l'environnement ?,QUXVlc3Rpb246MTYx - Que faudrait-il faire selon vous pour apporter des réponses à ce problème ?,QUXVlc3Rpb246MTQ2 - Diriez-vous que votre vie quotidienne est aujourd'hui touchée par le changement climatique ?,"QUXVlc3Rpb246MTQ3 - Si oui, de quelle manière votre vie quotidienne est-elle touchée par le changement climatique ?","QUXVlc3Rpb246MTQ4 - À titre personnel, pensez-vous pouvoir contribuer à protéger l'environnement ?","QUXVlc3Rpb246MTQ5 - Si oui, que faites-vous aujourd'hui pour protéger l'environnement et/ou que pourriez-vous faire ?","QUXVlc3Rpb246MTUw - Qu'est-ce qui pourrait vous inciter à changer vos comportements comme par exemple mieux entretenir et régler votre chauffage, modifier votre manière de conduire ou renoncer à prendre votre véhicule pour de très petites distances ?",QUXVlc3Rpb246MTUx - Quelles seraient pour vous les solutions les plus simples et les plus supportables sur un plan financier pour vous inciter à changer vos comportements ?,"QUXVlc3Rpb246MTUy - Par rapport à votre mode de chauffage actuel, pensez-vous qu'il existe des solutions alternatives plus écologiques ?","QUXVlc3Rpb246MTUz - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à changer de mode de chauffage ?","QUXVlc3Rpb246MTU0 - Avez-vous pour vos déplacements quotidiens la possibilité de recourir à des solutions de mobilité alternatives à la voiture individuelle comme les transports en commun, le covoiturage, l'auto-partage, le transport à la demande, le vélo, etc. ?","QUXVlc3Rpb246MTU1 - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à utiliser ces solutions alternatives ?","QUXVlc3Rpb246MjA3 - Si non, quelles sont les solutions de mobilité alternatives que vous souhaiteriez pouvoir utiliser ?",QUXVlc3Rpb246MTU3 - Et qui doit selon vous se charger de vous proposer ce type de solutions alternatives ?,QUXVlc3Rpb246MTU4 - Que pourrait faire la France pour faire partager ses choix en matière d'environnement au niveau européen et international ?,QUXVlc3Rpb246MTU5 - Y a-t-il d'autres points sur la transition écologique sur lesquels vous souhaiteriez vous exprimer ?,Region
127,VXNlcjo3YTZjOTA0MC0yMDIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZjEyZWMwYWYtMjAyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-19892,Transition écologique outre mer,2019-01-24 23:46:52,2019-01-24 23:46:52,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, antilles généralement iles subir plein fouet effet dérèglement climatique effet visible plage réduire algue sargasse envahir côte empoisonner vie habitant touriste falloir prendre mesure beaucoup sévères obliger usine émetteur gaz produire polluer réduire vraiment rejet construire nouvelle centrale électrique moderne martinique fonctionner fuel centrale fonctionner grâce énergie vague étude tomber oubliette,Oui, vivre martinique effet multiple algue sargasse disparition progressive plage recul littoral intérieur terre cyclone violer disparition espèce insecte animal écrevisse rivière exemple,Oui, essayer petit moyens trier composter déchet acheter produit entretien écologiques possible, développement vrai réseau transport commun transport maritime polluer, habiter campagne obliger prendre voiture commercer trouver proximité exister transports commun obliger posséder voiture,, objet chauffage martinique,Non,, transports commun|il exister solution mer trop interêts personnel jeu généraliser mode transport, collectivité territoriale martinique, mettre placer vraie politiquer globale partenaire poser chef filer, falloir réduire coût voiture électriques hybrider permettre citoyen faire acquisition prix surtout mer parc voiturer énorme falloir mettre limite nombrer poids lourd circuler ile; gros puissants polluer abiment route asphyxier commune traverser centaine tout jours,Mer
128,VXNlcjo3YTczOTlhNy0xZmQ4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZWM2ZTM4MjAtMWZkZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-17021,SE PRESERVER DE LA PLANETE,2019-01-24 14:49:52,2019-01-24 14:52:20,,False,,Citoyen / Citoyenne,97000, risque engendrer dérèglement climatique, protéger maintenir dérèglement climatiques sécheresse tempêter cyclone inondation glissement terrain mettre placer maintenir programme éloignement population zone risquer mettre placer maintenir norme protection habitation mettre placer maintenir programme déplacement population victime sécheresse,Oui, rapidement structure habitation répondre tempêter cyclone puissants,Non, mesurer individuel inappliquées majorité population mondiale croissante inverser dérèglement climatique décennie futures, mesurer individuel inappliquées majorité population mondiale croissante inverser dérèglement climatique décennie futures, falloir prévoir maintenir plan mondial financement conséquents préserver changement climatique limiter changement climatique inéluctable,Non, problématique recherche mesurer individuel protection conséquence dérèglement climatique,Non, problématique recherche mesurer individuel protection conséquence dérèglement climatique, transports commun|le problème surtout économique normal problème circulation engendrer partir importante perte temps quotidien, etats, falloir prévoir maintenir plan mondial financement conséquents préserver changement climatique limiter changement climatique inéluctable, mesure priser dérèglement climatique inéluctable agir préserver planète préserver planète aller devoir faire face catastrophe climatiques importantes falloir éloigner population rivage distancer altitude préserver inondation tempête raz marée élévation niveau mer océan falloir renforcer habitation modifier conception protéger effet tempête cyclone,Mer
129,VXNlcjo3YjlhMGVjMi0zMTJiLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZTI0Njg2YTYtMzEyZS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-70173,Notre planète,2019-02-15 15:35:04,2019-02-15 15:35:04,,False,,,97000, importer, changer habitude consommation developper moyens transports commun rapide gens obligation acheter voiture aller travailler gaspillage production consommation; favoriser innovation écologiques former jeune,Oui, chaud alternance période sécheresse pluie abondantes froid hiver,Oui, tri dechets achat emballage diminution gaspillage, île mal desservir transport commun falloir développer velo lib tram campagne publicitaire expliquer gens comment faire changement quotidien subventionner, financièrement asphixié falloir trouver solution faire faire économie,Oui, subvention gens changer parcequ moyens,Non,, transports commun|un transport commun rapide desservir ile, elus, montrer exemple commencer petit ville servir modeler, developper vente directes inciter gens augmenter biodiversité limiter emballage développer ville propre responsable verbaliser gens polluer limiter chien errants faire campagne stérilistations,Mer
130,VXNlcjo3YzkzNmUzMC0xZjlhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NjU3ZGFhOGQtMWY5Zi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-14751,REMPLACER LA TAXE OCTROI DE MER PAR UNE TAXE ECOLOGIE EN FONCTION DE LA DISTANCE PARCOURUE PAR LE PRODUIT,2019-01-24 07:15:07,2019-01-24 07:15:07,,False,,Citoyen / Citoyenne,97000, pollution air, octroi mer appliquer seulement produit importer produit locaux freiner ainsi développement production local masser prix abordables produit devoir taxer fonction nombrer parcourir lutter pollution favoriser consommation locale,Oui, extrême température flagrant,Oui, privilégier consommation locale trier selectif, développer contenant verre consigner lutter véritablement obsolescence programmer lieu faire payer quotidien utilisation véhicule imposer grouper total développer brevet acheter moteur eau attendre pétrole, taxer produit locaux aider accompagnement développement autonomie alimentaire iles,Oui, concerner besoin chauffage,Oui, faire parking entrée ville pouvoir utiliser transports commun pieton,, maire, montrer exemple,,Mer
131,VXNlcjo3ZDFmYmU2Yi0zOTNiLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZmRlZjgzZTktMzk0Yi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-89476,changement radical plus le temps de faire une transition lente,2019-02-25 23:23:35,2019-02-25 23:23:35,,False,,Citoyen / Citoyenne,97000, biodiversité disparition espèce, punir comportement néfastes environnement eduquer génération jeune agés mettre placer systemes remplacement obligatoires,Oui, prendre cyclone violence égaler voir invasion algue ile habiter avoir mois pluie falloir beau habitude époque avoir neiger aller ski pouvoir louer souhaiter avoir enfant crise asthme répétition pollution air meme souffir pollution,Oui, ramasser dechets pouvoir essayer meme faire tri utilse gourde bouteille plastiquer enfant sac courser eduque enfant respect nature pouvoir emmener jour enfant nager tortue, oui condition avoir solution palliative vouloir chauffer mieux isoler vouloir prendre voiture bus heure circuler capacité prendre campagne compliquer agée difficile pouvoir amener enfant école dos, bus scolaire gratuit livraison course site internet déplacer achat emballer banaliser vrac trouver systemes co voiturage ca marcher souvent allée retour avoir compacteur dechets maison,Non,,Non,, vélo|les transports commun, collectivité locale connaître maillage, inspirer confrère européen avancer écologie, oui transistion ecologique urgence absolue falloir arreter surproduction entraine tellement mauvais engrenage produire trop polluer élevage nombrer taire manger mal mauvais qualité obesité depense argent médicament molécule polluer polluer production antibio devoir revenir agriculture raisonner raisonnable devoir revenir bon gouteux savoureux naturellement prendre temps faire plutot faire vite mal payer enfant aller payer cher,Mer
132,VXNlcjo3ZDc0ZTRlZC0yZDY1LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MTAyNzA3NDMtMmQ2OC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-63347,transport en commun electrique et panneau solaire,2019-02-10 20:14:18,2019-02-10 20:14:18,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, diminution centrale nucléaire augmenter énergie renouvelables utiliser barrage solaire,Non,,Oui, diminution déchet voiture électrique promener possible vélo lutter anti gaspillage alimentaire vestimentaire coucher lavables achat produire locaux filière courtes, augmenter transports commun surtout réunion diminution prix train augmentation ligne métro grand ville lyon toulouse marseille pister cyclables protéger plot, diminution prix train favoriser petit producteur locaux,Non,,Non, file accès rapide autoroute périphérique  passager enfant péage cher personne seules pister cyclables sécuriser réduction impôt utilisation co voiturage création site officiel gouvernemental sécuriser,, président république,, borner recharger voiturer électrique panneau solaire penser batterie lithium voiturer,Mer
133,VXNlcjo3ZGJjZDRkOC0xYTk4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZmMxYTFjYzAtMzgyMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-86038,Pile à combustible et panneau solaire,2019-02-24 12:04:41,2019-02-24 12:04:41,,False,,Citoyen / Citoyenne,97000, pollution air, augmenter subvention rechercher pile combustible viable cher  développer réseau rechargement hydrogéner france mer production hydrogène eau panneau solaire tester efficacement procédé pantone permettre dire dépolluer voiture jusqu  poluant cout faible changer voiturer,Oui,,Oui, rouler véhicule consommer envisager achat voiture éléctrique panneau solaire produire élèctricité, voiture piler combustible  euro vivre mer chauffage, changer deja,, piler combustible cher,Non, falloir développer transports commun efficace meilleur desserte lieux passage régulier inciter moitié popualation prendre voiture  jour  pico placa colombie, transports commun|le vélo,, créer loi mondiales omc niveau européen,,Mer
134,VXNlcjo3ZGNjNWVhOS0yY2E3LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZjJmMTY0NDUtMmNiMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-61214,RESPONSABILISATION,2019-02-09 22:44:59,2019-02-09 22:44:59,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, impliquer sanctionner entreprise,Oui, climat sargasse,Oui, nettoyer conduire eco responsable, subvention creation vrai transports publiques regulier frequent territoire, subvention,Non,,Non,, transports commun|le vélo, departement region, mettre placer france attendre demontrer efficacite, responsabiler entreprise pollueur favoriser action reduction politique bonus malus temps permettre tendre objectif reduction concret,Mer
135,VXNlcjo3ZTgwZGE4My0xOTg1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Nzk4YzUzNGYtMzNmZi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-76277,"C'est notre vie qu'il faut protéger, la terre continuera sans nous d'une façon ou d'une autre",2019-02-19 05:33:16,2019-02-19 05:33:16,2019-02-19 05:38:20,False,,Citoyen / Citoyenne,97000, biodiversité disparition espèce, protéger biodiversité espèce compose supposer composer respecter rythme maniérer respecter rythme biologiques mode consommation devoir revoir devoir régir base réellement besoin falloir réapprendre donner vraie valeur chose aliment renouer atout identité écologique territoire,Oui, atteinte biodiversité conduire transformation paysage migration espèce floristiques faunistiques échouage banc sargasse côte arc antillais action frénétiques homme déforestation agriculture intensive diminution mangrove devoir inciter changement comportement,Oui, diminution déchet apposition stop pub boîte lettre achat raisonner course faire liste achat circuit courir fruit légume viande refuser principe voyage typer punta caner croisière paquebot démesurés, changer comportement part inciter grand nombre faire, donner clairement choix pouvoir changer comportement recourir sanction financière taxer,Oui, territoire concerner mode chauffage questionnaire prendre compter territoire ultra marin visiblement premier toucher changement climatique,Oui, utiliser solution alternative souvent possible co voiturage notamment,, transports commun citoyen, europe devoir simplement échanger atout économique également environnementaux partager expérience solution, transition écologique pouvoir opérer remettre sein vie vraies valeur chose,Mer
136,VXNlcjo4MGEwZmI3Zi0yNDU4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MjM4NjBiMGEtMzhjZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-87792,"La Réunion - Bras-Panon: La transition écologique, réunion du 20 Février 2019",2019-02-25 08:15:32,2019-02-25 08:15:32,,False,,Élu / élue et Institution,97000, problématique importantes lier dépendantes difficile cloisonner problème global changement climatiques pouvoir anéantir espèce humaine problème concret engagement politiquer citoyen vivre vivre écologie question trop orienter, faire écologie priorité numéro  échelle nationale mondiale planétaire prix aller survie espèce humaine engagement écologie devoir individuel collectif falloir gouvernement prendre compter obligation écologique choix économique politiquer devoir passer filtre écologique investir protection environnement montrer exemple concrètement exercer pression multinationale lobbys entreprise individu éduquer responsabiliser responsabiliser producteur consommateur travers réglementation diminuer pollution développer transports commun réguler construction zone fragiles individuellement céder tentation surconsommation régler problème pollution plastiquer favoriser recyclage gaspillage,Oui, dérèglement climatiques sécheresse inondation cyclone intensifier canicule utilisation intensive climatisation impact budget augmentation température saison floraison décaler pollution atmosphérique blanchiment coraux flux migratoires intensifier pénurie eau monter eau urbanisation assurance face intensification phénomène météo baisser consommation viander émission  surconsommation ressource eau,Oui, limiter surconsommation limiter climatisation construction bioclimatiques co voiturage tri déchet consommer bio local saison limiter contenant récupération eau pluie déplacer vélo limiter consommation viander éviter transport avion limiter consommation eau électricité lutter plastique faire produit ménagers recyclage composant électronique pouvoir créer potager poulailler création jardin partager composteur, développement service public transports commun tcsp voie verte pister cyclables piéton développer filière entretien appareil électriques obsolescence aider entretien climatiseur favoriser développement commerce proximité développement politique participative question orienter chercher justifier choix prendre gouvernement, transports commun gratuits vélo disposition scolaire aider achat voiturer énergivores baisser prix produit bio transparence impôt relation état industriel taxer flux financier payer impôt taxer répartition juste impôt informer choisir faire clarté objectif coût baisser essence,Oui, réunion climatisation meilleur isolation foyer développement solaire éolien utilisation énergie mer,Oui, développer transports commun fiables horaire couteux polluer co voiturage mettre placer parking adapter développer piste cyclables pleuvoir structure adapter vestiaire lieu travail, transports commun|le covoiturage|l auto partage|le transport demande|le vélo, état collectivité entreprise, france devoir ouvrir voie prendre devant question environnement falloir plan prioritaire complet agir concrètement plan marshall écologie falloir également instaurer protectionnisme échelle européen harmoniser législation nationale agir acteur priver, manière globale questionnaire orienter viser évidence justifier mesure envisager cf fiche thématique débat citoyen sembler formater sentiment frustration pouvoir exprimer présent reconnaître vision société expression populaire sembler cloisonner système simuler dialogue mettre terme définitif énergie fossile ; sortir nucléaire ; développer agriculture biologique permaculture ; diminuer élevage intensif aider petit producteur ; transition écologique devoir intéresser humain finance ; limiter surconsommation ;,Mer
137,VXNlcjo4MGVjNzdkMy0xZDY4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MzAzNmQ4NDAtMjY1Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-44323,Elevage industriel : énorme facteur de pollution.,2019-02-01 20:25:52,2019-02-01 20:25:52,,False,,Citoyen / Citoyenne,97000, nombre être humains terre ; élevage industriel, nombre être humains voir comment imposer politique anti nataliste inde chine élevage changer habitude consommation manger viander consommer lait produire laitier privilégier cuir vegan cuir animal vêtement fibre naturel synthétiques laine aider fiscalement éleveur pratiquer élevage liberté souffrance animal mettre placer rendre obligatoire traçabilité condition vie animal clairement afficher étiquette produit vendre grand surface commercer proximité seulement viande oeuf lait dériver consommateur peuvent boycotteront hypermarché arrêter vendre proposer vente interdire forme élevage industriel terme relai prendre élevage responsable pollution air inciter entreprise fonction publique favoriser télétravail partout possible minimum  jours semaine,Oui, pollution beaucoup systématique ville mauvais qualité air allergie difficulté respiratoires extérieur parfois,Oui, manger beaucoup viander aimer acheter systématiquement oeuf issir poule élever batterie thon dolphin free trier déchet laisser couler eau longtemps éteindre lumière appareil électriques mesure possible, manière personnelle transports commun dignes nom extrêmement insuffisants manière générale mairie montrer exemple décoration noël jour an ville ex donner vraiment sentiment électricité coûter pollution taper énergie polluer renouvelables, bon réseau transports commun,Non, là vivre besoin chauffage,Oui, utiliser co voiturage utiliser transports commun efficaces, covoiturage|le transport demande|les transports commun, transports commun région covoiturage pouvoir organiser collègue ami voisins rue région gérer échelle vaste site dédier incitation etats unir exemple autoroute file spéciale rapide réserver heure affluence  voiture, falloir france proposer politique préservation environnement commune pays ue consultation citoyen  pays bientôt , cantine scolaire choix typer repas traditionnel protéiner animales végétarien permettre éviter polémique inutiles propos enfant confession interdire porc consommation animal saigner,Mer
138,VXNlcjo4MTFmNTcyZC0zY2ExLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Mzg3OWFkOTUtM2NhMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-97158,Conforter l'action des Parcs nationaux,2019-03-02 05:25:33,2019-03-03 12:18:34,,False,,Citoyen / Citoyenne,97000, biodiversité disparition espèce, conforter action parc nationaux,Oui, cyclone beaucoup violer coup pluviométrie secheresse dégats,Oui, jz lutter especes exotiques envahissantes, acheter vélo electrique, augmenter prix diesel,Oui, climatisation,Oui, augmenter prix diesel, vélo|le transport demande|l auto partage|le covoiturage, collectivité,,,Mer
139,VXNlcjo4MTg1NzUzNy0yMTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MWFlOWI0YmEtMjEyNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-24029,Ne pas mettre la charue avant les boeufs : investir massivement dans les solutions alternatives avant de taxer,2019-01-26 05:37:36,2019-01-26 05:37:36,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, limiter rapidement consommation énergie fossile,Oui, constater jours dérèglement cycle végétatifs nature océan indien craindre renforcement puissance cyclone finalement sentiment évènements climatiques violer manifester surtout hémisphère nord bon courage,Oui, essayer déplacer pied souvent acheter possible produit circuit courir aimer avoir hybride voiturer électrique trop cher instant, petit distance pouvoir utiliser vélo électrique falloir avoir piste cyclables sécuriser, besoin incitation financière négativer ; falloir rouler électrique besoin subvention achat nouveau véhiculer réunion   cher métropole,Non, chauffage appoint électrique seulement climat tropical utiliser climatisation,Oui, bus fréquents heure vélo piste cyclables sécuriser, transport demande|le vélo|les transports commun, commune département covoiturage devoir venir initiative cytoyennes, penser, urger faire évoluer parc automobile moyens chauffage isolation logement falloir trouver moyen investir massivement permettre aller transition prime crédit impôt voiture chaudière isolation pouvoir calculer fonction revenir foyer limiter maximum reste charger modestes foi alternative réelle pouvoir taxer énergie fossile regarder côté principe économie symbiotique ; piste creuser avenir,Mer
140,VXNlcjo4MWZjMjM2Ni0yY2FkLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZjMzODNkOWYtMmNiOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-61261,Prolifération de l'espèce humaine,2019-02-09 23:27:57,2019-02-09 23:27:57,,False,,Citoyen / Citoyenne,97000, surpeuplement humain planète,  siècle population humaine train exploser planète crever falloir certes consommer façon responsable ressource naturel matière première énergie  an  milliard milliard supplémentaire largement consommer économie réaliser falloir immédiatement arrêter encourager naissance commencer envisager mesure décourager sensibilisation population taxer juger sévèrement ancêtre crime collectif pouvoir commettre descendant qualifier prolifération irresponsable actuelle crime planète considérer crime graver crime humanité répondrons conscience criminel,Oui, habiter martinique exposer brume sabler provenance sahara cyclone frapper caraïbe sembler puissants,Oui, humains droguer consommation énergie sentir incapable empêcher propre consommation augmenter prêt suivre mesure réduction production déchet plastiquer soutenir mesure protection espèce animales végétales menacer, mesurer permettre faire économie compliquer vie économie bonne prendre nombreux consommer ressourcer énergie vrai problème là falloir population humaine planète redescendre dessous  milliard habitant, monde droguer énergie faire diminuer consommation français privilégier diesel cher rouler volontiers voiture électrique lorsqu devenir économique équiper domicile panneau solaire permettre diminuer coût électricité falloir état jouer taxe subvention arriver créer cercler vertueux,Oui, habiter martinique utiliser chauffage remplacer régulièrement climatiseur fin vie climatiseur énergétiquement économique demain trouver intérêt économique pouvoir améliorer isolation thermique logement incapable passer climatisation voire essayer réduire utilisation,Oui, pouvoir convaincre,, état devoir charger mettre placer mesure taxation incitation sensibilisation rendre solution alternative économiquement attractives utilisateur devoir surtout charger proposer falloir laisser monder entreprise, pouvoir donner exemple mettre oeuvrer typer action fonctionner manquer copier pays inverse ailleurs vrai, prolifération cause extinction massive comparable vivre dinosaure transition écologique manière atténuer choc enrayer explosion démographique actuelle planète transition écologique servir retarder catastrophe mieux dizaine année,Mer
141,VXNlcjo4N2U3NjM4Yy0zMjAzLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MDI1OWI0MGEtMzIyMS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-72322,Une transition écologique plus juste.,2019-02-16 20:28:16,2019-02-16 20:28:16,,False,,,97000, dérèglement climatiques croire sécheresse, réponse forcément mondiale,Non,,Oui, geste quotidien dépendre solution miser oeuvrer localement pouvoir public, investissement travail immobilier achat véhiculer propre passer incitation fiscale coût raisonnable produit incitation industriel concerner transports passer nécessairement offre transport collectif adapter, idée,Non, concerner guadeloupe utiliser plutôt climatisation climatiseur proposer économique,Non, offre alternative pratiquer,, trajet voiturer réduire proximité domicile établissement scolaire travail, falloir choix matière environnementale faire preuve intérêt économique permettre développement international croissance verte, fiscalité fiscalité écologique devoir avoir devoir abord toucher industrie polluantes pouvoir particulier dernier maniérer progressive,Mer
142,VXNlcjo4NDY1M2FkNy0yMDA1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YzIwNTc0ODYtMzU0Zi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-79865,APOCALYPSE NOW,2019-02-20 21:40:28,2019-02-20 21:40:28,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, réduire émission  taxer produit polluer tva proportionnelle,Oui, augmentation violence cyclone dom augmentation pollution mariner asséchement rivière disparition espèce surtout pollinisateurs papillon oiseau,Oui, chauffage programmation piloter pièce citerne eau potable volonté panneau solaire toit isolation totale toiture fenêtrer matériel pro jardinage batterie tondeur tailler haie débrousailleuse demain petit voiture électrique, remplacer déplacement véhicule courser hôpital navette appel, concerner,Oui,,Non, transport petit car horaire fixer respectent dom, transport demande, commune communauté commune, organiser plan eau niveau europe faire bilan régulier choix faire connaître niveau europe organiser échange expérience réussir thème eau pollution air maison énergie positiver niveau pays europe, traitement déchet supprimer plastique réglementer multi emballage revenir consigner bouteille verre traitement eau milieu rural obligation construction citerne maison neuves aider construction maison ancien privilégier culture gourmand aider entreprendre remettre produit panner tv électroménager voiturer,Mer
143,VXNlcjo4NDc2M2FiMy0zZGVjLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OTkwOWFjNGMtM2VhOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-105875,Pollueur payeur,2019-03-04 19:09:05,2019-03-04 19:09:05,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, taxer signaler produit provenance pays pollueur développer transports commun propre,Oui, absence saison marquer,Oui, tri sélectif économie énergie, baisser radical coup solution propre accès transport commun, possibilité avoir transports commun rendre lieu travail,Non,,Non,, transports commun|le vélo, région, donner exemple, pollueur devoir payer empreinte carbone,Mer
144,VXNlcjo4NDk5YTJkMS0xZmFiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MGM0YmMyNzYtMWZhZi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-15006,ecologie dom,2019-01-24 09:07:09,2019-01-24 09:17:15,,False,,Citoyen / Citoyenne,97000, pollution air, contrôler maniérer preventive,Oui, nuage sabler sargasse déboisement destruction mangrove,Oui, protection utilisation produire naturel pesticide, renoncer prendre véhiculer petit distance, baisser prix produit bio,,,Non,, transports commun, ctm, participer davantage, transport aérien bateau devoir payer pollution répercuter prix,Mer
145,VXNlcjo4NGJjNmQ0Ny0zZTg4LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MzNlNWIyZWUtM2U5Ni0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-105359,Transition écologique / abandon du tout nucléaire / Développement durable en Métropole et outremer.,2019-03-04 16:57:24,2019-03-04 16:57:24,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse,  abandonner industrie nucléaire allemagne priorité renoncer epr échec retentir dangereux construire epr olkiluoto situer finlande epr flamanville voir construction prickly poindre gb  obliger bnp paribas investir énergie renouvelables éolien hydrolien photovoltaïque biomasse notamment favoriser émergence filière construction industriel aérogénérateurs panneau photovoltaïques inciter participer gouvernement airbus batterie silicium aider transition parc automobile français conversion véhiculer électriques hybrider  abandonner vente barrage hydraulique français investir entretien renouveau investir massivement négawatts favoriser subvention collectivité défiscalisation particulier rénover construire isoler thermiquement économes énergie  obliger edf diversifier production énergie renoncer énergie fossile importer antilles profit éolien hydrolien solaire biomasse hydraulique géothermique,Oui, brume sabler devenir fréquenter antilles abaisser qualité air provoquer troubles maladie respiratiores algue sargasse envahir littoraux antilles rendre vie population côtière difficile gêner entraver tourisme principal activité économique antilles,Oui, réduire consommation énergie fossile installer  panneau photovoltaïques toit maison edf baisser facture recueillir eau pluie usages domestiquer acheter toyota yaris hybrider déplacer, essentiel faire, développer transports commun système abonnement prendre voiture hybrider courir trajet,, vivre permanence martinique problème chauffage plutôt climatisation concourir production  inciter utiliser minimum cas poindre température simple concevoir antilles habitat tenir compter orientation ventilation naturel alizé isoler réduire surchauffe,Non, développer transports commun système abonnement prendre voiture hybrider courir trajet faciliter inciter covoiturage rendre accessible onéreux vélo voiturer électriques libre accès, transports commun|le covoiturage|l auto partage|le transport demande|le vélo, état collectivité plateforme numériques association ,  abord renoncer nucléaire  rattraper retard développement énergie renouvelables favoriser transports collectif électriques  inciter drastiquement banque investir énergie renouvelables système bonus malus cas probable nouvelle crise financier monétaire économique  mieux appliquer directive européen pollution eau nappe phréatiques lisier cochon bretagne, problème agriculture productiviste banane pac antilles chloredécone utiliser massivement jusqu  interdiction user europe métropole pesticide polluer terre eau nappe phréatiques mer ruissellement réel là etat français permettre dérogation successives accorder planteur antillais problème santé publique maladie professionnel directement associer pulvérisation chloredécone cancer prostate utérus supérieur moyenne nationale reconnaître tardivement passage nicolas hulot antilles molécule incassable action néfaste durer siècle responsabilité etat français durablement engager problème santé publique devoir faire face action préventives curatives population dépollution terre mettre prix pac devoir permettre antilles réorienter subvention transition agriculture notamment plantation banane agro forestation agriculture raisonner biologique détriment planteur béké gaver subvention détourner investissement martinique guadeloupe import export bien consommation antilles français paradis fiscal vierge bahamas,Mer
